"","MDS1","MDS2","SampleID","Name","Plant_ID","Type","Experiment","Cohort","Harvested","Age","Site","Treatment","Line","Genotype","Block","oldPlate","newPlate","Analysis","shannon","simpson","insimpson"
"105",-0.324349282064289,-0.0188862177815205,"M1981P584","8_0864.leaf","8_0864","leaf","ecotypes","2008","2011","3","Mah","field","SILupper.2","SIL","8_18","p206","M1981","Ecotypes",3.34510668699427,0.91350079175598,11.5607994604868
"106",0.274899004507624,0.00817757536322418,"M1980P470","8_0864.root","8_0864","root","ecotypes","2008","2011","3","Mah","field","SILupper.2","SIL","8_18","p205","M1980","Ecotypes",5.35359343026438,0.98933012034903,93.7217693836978
"107",-0.320725024373092,-0.205330659489484,"M1956P899","8_0897.leaf","8_0897","leaf","ecotypes","2008","2011","3","Sil","field","MAH.46.A","MAH","8_19","p209","M1956","Ecotypes",3.1469170716276,0.878249885187428,8.2135446158671
"108",0.277051770592332,0.0200447520522626,"M1551P29","8_0897.root","8_0897","root","ecotypes","2008","2011","3","Sil","field","MAH.46.A","MAH","8_19","p200","M1551","Ecotypes",5.66482103353413,0.99248918958764,133.14142483937
"109",-0.20941794707714,-0.191425471799909,"M1959P1106","8_0898.leaf","8_0898","leaf","ecotypes","2008","2011","3","Sil","field","SILLow.2","SIL","8_19","p212","M1959","Ecotypes",4.02005681498386,0.959356349585985,24.6040891950784
"110",0.306879591262097,0.00642418653112219,"M1554P184","8_0898.root","8_0898","root","ecotypes","2008","2011","3","Sil","field","SILLow.2","SIL","8_19","p201","M1554","Ecotypes",5.69538355814146,0.992819574032101,139.267503692762
"111",-0.23781491621736,-0.236043782172115,"M1960P1238","8_0900.leaf","8_0900","leaf","ecotypes","2008","2011","3","Sil","field","PAR.22.A2","PAR","8_19","p213","M1960","Ecotypes",4.29505617128251,0.972388239374401,36.2164518793094
"112",0.271116411962092,-0.0177613211513129,"M1555P276","8_0900.root","8_0900","root","ecotypes","2008","2011","3","Sil","field","PAR.22.A2","PAR","8_19","p202","M1555","Ecotypes",5.94373600906813,0.994012776279351,167.022320637733
"113",-0.294012479573729,-0.238591318995105,"M1955P767","8_0909.leaf","8_0909","leaf","ecotypes","2008","2011","3","Sil","field","MIL.70.A","MIL","8_19","p208","M1955","Ecotypes",3.14697968471139,0.880495226660699,8.36786658856524
"114",0.252002027104775,0.0135754871197286,"M1555P207","8_0909.root","8_0909","root","ecotypes","2008","2011","3","Sil","field","MIL.70.A","MIL","8_19","p202","M1555","Ecotypes",5.71202786911279,0.98894988656624,90.4968085616931
